Age,Annual_Income,Total_Debt,Credit_History_Years,Payment_History,Loan_Count,Credit_Utilization_Percent,Late_Payments,Employment_Years,Savings,Number_of_Credit_Cards,Creditworthy
34,1038379,76081,20,Average,4,28.8,0,16,478805,4,Yes
63,888521,428486,10,Average,7,9.1,3,10,203420,5,No
27,1549909,910126,17,Excellent,2,56.9,2,9,328834,6,No
46,430497,178750,6,Good,0,10.8,5,17,49995,6,No
23,914983,575258,17,Excellent,1,68.0,1,5,542589,6,Yes
47,1218199,669752,27,Average,2,32.9,2,3,630642,3,Yes
49,1616457,784069,16,Average,7,94.3,0,0,961008,3,No
56,975326,684846,25,Good,1,6.8,1,26,384971,1,Yes
38,869984,228252,12,Good,6,92.8,1,9,455270,1,No
52,182257,24254,13,Average,1,58.0,2,6,65028,0,No
62,554226,217991,28,Good,3,38.5,1,16,133570,0,Yes
25,1724613,1199786,12,Excellent,5,35.1,3,7,1034349,4,Yes
48,381139,88514,14,Average,6,72.7,1,30,235575,5,No
23,285111,72207,29,Average,0,58.7,0,5,196857,1,Yes
42,1067700,491045,23,Excellent,5,65.9,0,6,213724,3,Yes
38,926434,280749,2,Average,0,22.3,0,11,176213,6,No
24,1622721,126604,14,Average,2,39.6,0,6,74712,6,Yes
35,542462,301487,28,Good,4,8.2,2,10,82554,2,Yes
41,1214586,727749,24,Average,3,58.0,0,9,866724,5,Yes
24,884293,31198,3,Average,7,50.1,0,6,373674,0,No
34,1235106,804619,13,Average,0,58.6,2,16,320694,2,No
61,464580,14988,8,Poor,4,14.4,2,2,137906,0,No
23,1361872,762459,7,Good,4,83.7,1,5,84885,4,No
55,727936,68479,18,Good,2,94.6,0,24,420976,4,No
39,1774918,1031932,22,Good,0,25.9,2,6,1115197,2,Yes
44,247260,133254,10,Good,7,83.4,4,26,187227,1,No
59,355211,62948,21,Good,5,62.9,0,30,59808,6,Yes
40,382747,140102,6,Poor,4,32.9,2,22,208231,3,No
57,1226161,909764,13,Average,3,91.9,2,12,882422,3,No
59,1324620,306225,21,Average,2,22.6,0,29,93124,2,Yes
29,1199658,713162,20,Good,7,7.1,3,10,637069,4,Yes
52,1768861,1102199,26,Good,7,79.6,4,15,455825,5,No
35,1066364,656531,11,Excellent,3,26.1,1,17,345103,4,Yes
24,1756335,78640,15,Average,1,71.5,2,6,585393,4,No
42,960741,607985,2,Average,0,69.6,0,11,598986,4,No
39,587507,382050,12,Good,1,22.9,6,21,291154,6,Yes
24,1730219,196652,5,Average,6,93.2,0,6,324511,2,No
26,1535349,786749,10,Poor,7,24.4,3,8,1094537,2,No
29,268668,113952,30,Good,4,8.4,0,3,154335,2,Yes
57,1469467,293377,9,Good,2,77.9,1,15,512540,2,No
65,1259924,770843,19,Good,5,44.9,1,27,332373,6,Yes
38,658366,285619,30,Good,0,89.9,3,7,176211,2,No
31,1291127,101368,27,Poor,3,82.4,1,13,784153,6,No
30,1063096,572007,23,Poor,6,38.5,0,12,705813,0,Yes
46,1750439,463803,1,Average,2,19.2,6,3,868134,0,No
46,1408807,960006,15,Good,4,51.3,1,16,39634,2,Yes
61,1303143,771844,9,Good,6,51.1,0,14,943795,0,No
63,1025474,165639,16,Average,2,77.3,1,25,523020,0,Yes
55,636331,215266,3,Average,0,81.3,2,5,428196,1,No
54,1543501,562032,12,Good,5,63.4,2,3,934601,3,No
27,1713161,704784,18,Poor,5,5.6,2,9,1244127,1,Yes
48,345140,107723,12,Average,5,81.6,0,26,62616,0,No
30,1762460,141449,19,Good,3,69.8,2,12,1066996,2,No
36,304982,92909,1,Average,5,72.9,1,6,214737,1,No
57,1738242,478351,28,Average,2,35.0,2,26,440071,2,Yes
45,1641387,225496,3,Average,0,68.7,1,26,135910,5,No
43,1474315,111831,26,Excellent,6,26.9,4,9,358767,5,Yes
40,282239,63460,1,Poor,2,86.7,0,1,222769,4,No
57,914042,437248,10,Average,7,76.6,2,19,418851,0,No
24,526874,269708,28,Poor,2,14.2,0,5,315241,6,Yes
35,1734235,1226281,28,Good,4,14.5,0,16,161278,1,Yes
60,960965,461405,18,Average,5,22.9,0,26,75580,4,Yes
32,1468295,290447,13,Average,5,48.8,2,14,439139,0,Yes
51,1289639,603621,21,Good,1,30.6,1,24,733576,4,Yes
22,1367169,509264,10,Poor,5,21.9,1,4,893111,2,No
25,351033,147776,30,Average,0,21.2,1,7,138880,2,Yes
26,313172,153333,3,Good,2,61.4,4,8,161203,3,No
59,1348810,548920,7,Average,3,66.2,1,1,737282,3,No
47,206086,56907,7,Good,6,85.4,1,10,43299,6,No
22,929971,114392,23,Good,0,28.7,0,4,342371,6,Yes
26,691511,62431,4,Good,7,73.0,1,8,528514,1,No
35,192289,122875,5,Excellent,7,93.2,1,5,62843,2,No
43,538918,261481,21,Average,3,62.0,1,13,251640,3,No
21,342624,175727,21,Poor,4,29.4,0,3,9924,4,No
65,787564,104939,3,Good,2,6.3,1,20,135938,2,Yes
44,569954,248406,13,Good,5,42.4,1,12,355414,3,Yes
42,882098,308391,27,Good,0,39.8,2,8,394618,2,Yes
53,1186111,147034,23,Good,1,57.5,4,14,33407,2,Yes
52,1661124,1239485,13,Excellent,6,67.9,2,10,1034697,2,No
41,991554,371354,13,Average,2,71.4,2,1,120049,2,No
57,1417715,271163,1,Good,5,5.0,4,11,765089,1,No
62,857160,207323,5,Poor,1,42.3,0,26,350956,5,No
35,1536688,849481,30,Good,4,66.1,2,5,981374,2,Yes
48,428552,30186,25,Good,4,83.1,1,9,53287,4,Yes
61,1041789,277701,13,Average,4,90.1,2,2,47201,3,No
51,309350,146317,4,Average,6,77.0,1,2,129293,1,No
30,496275,348083,12,Poor,6,50.8,3,12,388293,6,No
30,725735,188800,6,Good,2,7.7,1,2,394605,0,Yes
49,1212532,116777,18,Poor,3,47.1,0,25,254340,5,Yes
32,982720,254170,8,Good,7,88.0,0,14,670131,1,No
48,190699,81184,17,Average,6,52.5,3,2,27278,4,No
31,1760932,198321,10,Good,2,74.3,2,13,162605,4,No
59,1047780,341775,6,Poor,3,26.6,2,13,778490,4,No
45,820473,455957,4,Good,4,73.8,2,1,492153,6,No
40,1411897,642569,14,Good,7,28.8,1,21,772818,0,Yes
56,1687630,1243430,4,Poor,5,80.7,3,9,219831,6,No
43,887173,331434,18,Excellent,3,26.8,1,25,27563,2,Yes
45,255388,44541,14,Good,0,55.1,3,27,7693,1,Yes
34,203387,66909,6,Good,2,26.4,3,16,68813,1,Yes
28,675384,128731,5,Poor,4,82.7,1,10,184153,0,No
21,1022981,626401,1,Average,3,33.4,2,3,308781,6,No
54,314832,161965,21,Good,1,80.1,0,12,36095,4,Yes
25,879309,162443,23,Average,4,55.9,1,7,374082,4,Yes
26,1290868,920288,18,Good,5,43.4,4,8,116254,5,No
48,1365574,498973,26,Poor,2,90.9,3,23,90024,0,Yes
46,315327,60935,28,Excellent,7,54.2,3,28,42950,4,Yes
43,487747,211144,20,Good,3,6.7,2,25,65691,2,Yes
42,838003,124877,24,Good,2,55.4,1,9,641773,6,Yes
64,1120240,512751,8,Good,1,41.8,3,8,375142,5,No
46,878956,509301,19,Average,4,25.5,2,16,50505,1,Yes
54,1751970,120063,12,Average,2,30.7,2,5,980132,6,No
56,465622,319623,1,Good,1,55.0,1,16,23794,2,No
39,1142361,45266,12,Good,7,80.9,1,14,492936,5,No
53,1424709,750310,21,Excellent,6,53.6,3,6,471282,0,Yes
33,416527,308138,5,Excellent,6,22.2,3,15,148287,5,Yes
26,260811,152920,15,Excellent,1,13.2,2,8,96874,3,Yes
39,419017,227631,13,Average,7,11.0,0,6,245586,4,Yes
25,1679698,949061,17,Good,1,36.3,1,0,271713,5,No
62,1485944,925261,1,Average,7,20.4,2,19,417484,1,No
34,1685463,577301,27,Good,2,11.4,3,16,691262,6,Yes
52,1171120,379262,17,Poor,5,21.4,1,11,275172,0,Yes
31,409104,27559,14,Good,2,78.2,2,4,322900,5,No
30,703886,514863,10,Excellent,2,47.2,1,12,291780,0,Yes
54,1681584,117308,20,Good,6,24.9,1,12,219041,2,Yes
28,1705842,692157,13,Excellent,1,15.9,2,3,1060172,1,Yes
38,1490292,1054983,15,Poor,4,75.6,3,6,1101014,6,No
36,651082,425117,25,Excellent,6,58.9,2,2,506172,3,Yes
64,1751564,595304,11,Average,7,89.4,2,7,299810,2,No
42,1778099,941846,20,Good,6,32.9,2,10,875292,5,No
28,1327116,350601,9,Average,0,48.9,2,10,389959,4,No
50,317653,168210,19,Poor,2,47.9,2,0,13714,3,No
21,912763,484253,10,Good,4,25.2,5,3,370412,1,No
32,1510228,1057215,24,Excellent,6,56.9,1,14,513369,3,Yes
27,333077,45300,4,Average,6,79.4,1,6,175158,1,No
37,850739,606938,26,Excellent,2,59.8,2,0,218345,2,Yes
28,448854,162899,18,Average,5,16.8,1,10,252712,5,Yes
61,426242,246789,18,Good,5,38.8,2,5,40973,1,Yes
57,673158,477015,26,Average,2,45.9,1,4,157341,1,Yes
55,1482887,444311,25,Average,0,52.8,5,26,1098718,3,Yes
57,1679118,838033,9,Excellent,6,62.4,2,4,895173,6,No
57,700498,481612,23,Excellent,3,27.8,2,1,296492,0,Yes
28,1655153,1224975,19,Average,0,83.8,1,9,1214568,5,No
24,1680071,1081732,10,Good,2,49.0,1,2,151277,6,No
47,339292,101084,24,Excellent,2,29.6,1,22,114669,5,Yes
21,464154,329125,4,Good,1,71.8,4,3,250292,6,No
50,359838,163160,22,Good,3,79.1,0,1,20878,2,No
44,654013,329504,28,Good,7,6.9,2,13,127542,6,Yes
63,676758,293802,18,Average,0,17.3,1,28,434764,5,Yes
38,459713,303450,15,Good,2,93.1,1,20,317828,3,No
57,497013,346607,1,Excellent,6,6.3,2,15,186298,4,No
21,373718,151562,15,Average,3,45.8,1,3,73853,6,Yes
39,1247745,572289,16,Average,5,34.3,1,14,357783,1,Yes
41,1353930,240440,11,Excellent,3,16.4,2,16,788889,1,Yes
26,1615177,449205,23,Good,3,11.7,3,8,961834,0,Yes
36,445888,66637,4,Good,5,36.0,1,11,53003,5,No
32,1376179,442152,14,Average,6,65.7,0,14,907447,5,No
26,1673293,239741,15,Excellent,0,83.4,4,8,992138,5,No
29,822804,131502,22,Good,1,69.8,1,11,575801,6,Yes
45,667510,81248,29,Good,4,24.0,2,3,174899,4,Yes
53,384451,232298,7,Average,0,69.8,2,3,217779,2,No
42,460466,79957,9,Average,7,44.5,2,5,192752,4,No
22,1219550,280779,21,Good,0,45.1,1,4,438972,0,Yes
22,517913,274572,10,Excellent,1,24.3,3,4,296316,1,No
64,971787,585445,22,Good,3,9.3,0,24,127587,5,Yes
46,1295731,478156,5,Average,0,22.9,1,10,713350,2,Yes
62,400972,172072,24,Average,5,34.8,2,12,25215,5,Yes
46,794390,468709,2,Good,4,40.5,3,2,475494,2,No
57,495014,181643,18,Average,5,68.5,4,1,80285,2,No
28,1599541,156620,20,Excellent,3,82.3,1,10,1174832,6,Yes
53,671450,45472,15,Good,7,59.7,2,26,300323,5,Yes
54,1284849,598672,24,Poor,3,78.0,2,3,682236,0,No
30,869556,613609,5,Average,2,85.9,1,12,104724,0,No
65,430100,106739,30,Average,3,83.7,2,6,93729,2,No
21,1713854,1020206,9,Average,7,87.0,1,2,250002,4,No
57,1550485,277869,11,Good,5,28.9,3,9,939884,0,No
40,1289816,97321,10,Average,5,21.4,2,22,563251,1,Yes
48,1306370,456679,7,Good,3,11.4,1,11,1012081,6,Yes
50,1263094,535779,22,Good,2,54.5,2,11,370672,3,Yes
57,758688,404970,10,Average,3,85.1,3,22,272159,3,No
29,1338423,681131,3,Good,7,29.5,4,11,411120,3,No
56,1490875,875102,10,Good,3,34.5,2,25,262654,1,Yes
54,1621296,384634,14,Good,7,11.6,1,5,1276153,6,No
41,1508263,511797,28,Excellent,6,33.8,1,7,310107,6,Yes
64,844468,241205,14,Good,2,61.0,4,23,64703,3,No
53,947629,499277,13,Good,4,37.2,1,16,671665,1,Yes
24,1301164,316053,12,Average,7,85.4,2,6,995678,3,No
45,1145188,637352,25,Poor,3,77.9,3,8,125350,5,No
25,702220,70910,23,Good,7,63.8,4,7,271247,6,No
50,968443,186661,25,Good,0,12.6,2,19,224373,3,Yes
61,346703,148192,24,Good,2,38.6,4,0,272907,0,Yes
32,822613,293739,27,Good,2,86.3,2,0,552729,4,Yes
47,988258,48012,20,Average,5,46.0,3,17,222621,5,Yes
29,1218660,671008,22,Poor,0,59.9,1,11,677799,1,Yes
31,1724619,743883,5,Average,5,53.3,2,13,1044838,4,No
53,1680134,871172,21,Excellent,2,59.6,1,29,483433,3,Yes
27,230939,59753,9,Good,1,65.9,4,6,108359,3,No
63,973153,378157,5,Poor,2,16.4,1,11,737272,4,No
49,1596953,126221,29,Average,0,92.6,1,19,896595,3,Yes
57,810527,562092,1,Good,2,45.2,1,0,222540,2,No
59,390545,148325,25,Good,5,36.8,1,15,268871,2,Yes
27,1706912,219687,27,Excellent,6,22.9,0,9,625430,2,Yes
51,1533324,886885,2,Excellent,3,58.0,6,5,95136,0,No
60,1644224,1229509,24,Good,3,82.2,3,8,1029754,5,No
40,940129,701091,7,Good,7,43.9,1,9,419776,1,No
48,1295488,941081,27,Poor,5,64.7,4,15,838875,6,No
49,1432557,380304,19,Good,4,59.4,1,6,837875,1,No
41,814122,482425,24,Average,6,87.5,6,23,334967,0,No
64,338056,66185,22,Excellent,3,12.5,0,13,146048,5,Yes
35,353921,259527,16,Good,1,28.6,2,17,46013,2,Yes
56,401972,235777,5,Good,2,63.4,2,30,45783,6,No
45,935612,169166,7,Good,1,52.3,0,16,673678,3,Yes
37,336498,240991,26,Average,1,44.5,2,4,257974,3,Yes
41,802893,473136,17,Excellent,2,22.0,4,7,171130,0,Yes
37,490375,18765,8,Good,0,83.5,0,19,373217,5,Yes
58,978519,106899,15,Good,7,52.9,2,3,562332,4,No
61,304447,219238,1,Excellent,6,28.8,1,16,39300,1,Yes
39,628625,299357,1,Average,5,73.7,4,21,298492,3,No
23,345937,85718,6,Poor,5,49.8,1,5,54799,5,No
30,1285057,760229,8,Average,1,31.5,1,9,566481,4,No
55,216035,97251,10,Average,4,90.6,2,6,20345,3,No
22,412549,307921,7,Good,1,56.6,2,4,184217,4,No
28,793859,545072,22,Average,6,14.4,1,10,597003,5,Yes
59,1205014,64450,1,Good,2,89.9,1,14,387367,5,No
44,467313,139708,27,Poor,4,91.5,0,25,284757,2,Yes
60,1386123,179194,29,Good,4,28.7,1,21,1070906,1,Yes
40,1240899,847201,3,Average,2,68.9,0,22,927156,4,No
26,1679576,1226330,5,Good,2,32.1,3,4,509071,5,No
40,825822,365982,21,Excellent,4,88.6,3,19,82293,1,No
47,1539501,1051817,6,Poor,3,14.3,0,10,583287,3,Yes
43,1197541,134592,10,Good,6,21.3,4,12,766011,4,Yes
63,1360788,51105,27,Poor,6,74.9,1,6,1076484,0,Yes
48,1084850,658735,4,Poor,0,49.4,1,5,365874,2,No
54,1518530,96913,21,Average,7,19.6,4,22,76990,3,Yes
55,1642073,953481,23,Good,3,77.5,0,19,1198013,2,Yes
40,1524613,523603,2,Average,6,39.4,1,22,1018073,0,No
55,631157,358777,10,Poor,2,25.7,4,19,297469,5,No
46,313241,161882,10,Average,6,87.0,0,19,21940,0,No
32,1647223,312591,21,Excellent,6,73.0,3,7,580330,4,No
40,461755,37430,11,Poor,3,37.8,3,19,239027,0,No
45,1376553,470612,4,Good,7,5.8,1,27,32213,0,Yes
60,947524,377474,12,Good,7,85.2,5,26,287422,1,No
47,1390578,69000,13,Average,5,22.8,1,12,1057267,3,Yes
26,641552,253477,10,Poor,5,69.9,6,8,149962,1,No
26,819430,128477,20,Excellent,1,67.1,4,8,324098,4,Yes
43,290155,124183,3,Good,1,45.3,1,25,89096,0,Yes
29,463780,98670,28,Good,5,67.1,2,11,82529,2,Yes
28,436695,273017,10,Average,4,35.8,1,2,319103,6,No
40,1210596,411589,4,Good,7,51.5,3,16,192105,2,No
21,1699904,1085050,1,Average,4,81.0,1,3,563481,6,No
60,1695592,953557,27,Poor,2,17.1,2,18,289329,6,Yes
55,1480995,1070505,20,Poor,4,83.3,1,3,954350,6,No
52,643001,134800,21,Excellent,7,48.6,1,7,57465,0,Yes
22,312503,35703,24,Good,2,48.5,0,4,200223,6,Yes
44,1112477,118549,30,Poor,6,68.8,2,19,123202,2,No
29,481454,230072,23,Average,6,73.0,2,11,13213,3,No
24,901384,587750,26,Good,7,8.8,0,6,372786,2,Yes
55,1060179,550525,25,Average,1,44.9,3,17,94942,5,Yes
57,869115,327608,27,Good,3,93.0,4,1,648923,5,No
28,216321,105631,8,Average,2,70.9,2,10,140365,4,No
39,1498508,595814,14,Good,1,33.0,2,21,602000,5,Yes
30,1788507,562572,27,Good,4,78.5,2,12,773596,1,Yes
29,328694,175694,21,Good,3,9.9,3,1,221695,5,Yes
45,704628,375357,5,Excellent,3,16.4,1,5,16442,6,No
29,1556401,729850,22,Poor,4,34.6,5,11,80504,4,No
35,880336,280544,1,Poor,1,40.4,0,17,498055,6,No
41,630930,152460,29,Good,1,40.4,2,23,40592,3,Yes
31,1212038,217242,8,Good,0,76.2,2,13,777215,3,No
34,1350575,857014,20,Good,2,58.5,2,8,455697,0,Yes
38,467681,302005,8,Excellent,5,5.4,0,9,58540,6,Yes
58,1755068,773894,26,Good,4,23.2,1,21,337954,5,Yes
45,1161890,127890,26,Good,7,67.5,1,26,543336,2,Yes
40,1551640,273825,24,Average,4,39.8,3,3,423447,2,No
31,1278423,92758,21,Average,3,52.3,2,11,296733,5,Yes
55,1057611,678632,22,Good,2,53.4,4,6,642738,6,No
64,1369083,579977,15,Good,4,59.8,1,9,385523,4,No
31,248008,133542,6,Average,6,33.5,2,13,122337,3,No
50,978843,34978,17,Excellent,1,67.1,2,15,306791,5,Yes
29,1382821,385600,16,Average,6,26.2,0,11,848810,3,Yes
55,935678,373603,26,Excellent,6,19.6,1,19,155628,5,Yes
48,1321069,191462,28,Average,7,47.9,0,8,361545,5,Yes
44,1188559,807027,22,Good,4,29.5,2,21,595122,0,Yes
32,559039,360208,7,Average,6,57.9,1,14,412370,6,No
54,1112883,170753,2,Good,0,12.0,3,27,527984,6,Yes
64,1288447,298169,6,Average,3,73.1,3,19,686667,5,No
55,1202378,479939,19,Average,6,17.6,3,19,357580,4,Yes
42,1325935,50750,13,Excellent,0,85.1,1,8,700186,3,Yes
34,538690,136396,19,Average,7,55.9,2,10,426813,5,No
59,1056110,256570,1,Good,6,52.7,2,26,611390,5,No
39,1413954,618852,22,Excellent,0,85.4,0,6,1074173,3,Yes
40,907067,467654,16,Average,1,82.4,4,22,394299,2,No
32,1270445,53367,1,Good,1,76.7,2,14,308628,3,No
46,498766,276679,6,Average,6,87.0,2,6,391470,1,No
60,373226,122750,6,Excellent,1,31.0,5,24,257430,2,Yes
58,1553259,810936,18,Good,3,79.4,2,3,685190,5,No
28,1685958,600245,17,Good,1,67.6,1,10,211645,2,Yes
45,952577,319909,11,Average,2,41.7,4,27,345311,2,Yes
46,1188806,448656,9,Good,7,94.7,1,6,588377,4,No
54,956676,669733,15,Good,3,81.1,0,3,325329,4,Yes
55,578465,147660,24,Good,1,88.0,4,26,138812,2,No
28,1438870,684797,9,Average,3,36.9,1,6,1001764,4,No
57,950188,628736,15,Good,6,70.9,3,14,671493,2,No
38,1153619,198145,9,Average,4,49.3,1,5,455174,6,No
57,284555,125556,25,Good,1,88.3,3,1,52171,6,No
48,557539,231205,7,Good,4,92.8,2,14,155075,6,No
50,1710295,198539,3,Poor,4,92.0,2,24,379286,1,No
21,1277643,730877,4,Excellent,4,5.8,5,3,774162,1,No
21,584772,187121,30,Excellent,5,67.8,0,3,280884,1,Yes
35,709992,506459,29,Good,1,63.5,1,1,261732,4,Yes
36,822249,315973,2,Poor,1,57.9,3,2,375671,5,No
52,785730,117525,1,Good,0,50.5,2,16,469903,0,No
32,1477638,515963,26,Poor,6,67.6,2,14,555452,4,No
51,925182,269182,4,Good,4,19.4,1,10,373891,4,No
52,1139131,329745,2,Good,7,64.5,0,21,761440,4,No
62,723088,61636,3,Excellent,2,92.9,1,15,291579,0,No
59,1224257,504554,4,Excellent,2,69.5,0,1,163212,1,No
44,960926,45906,25,Average,4,49.8,0,16,698968,6,Yes
28,213866,8996,22,Good,1,70.7,0,10,8884,4,Yes
60,366987,77007,15,Average,3,38.6,3,22,198038,1,Yes
38,1037342,671915,1,Good,6,28.4,1,20,481904,6,No
46,1775476,1121202,22,Average,6,15.1,1,21,558494,3,Yes
62,1532790,201711,25,Good,7,55.1,0,14,394200,4,Yes
47,1068036,771159,2,Good,1,37.4,0,0,136049,6,No
25,1661571,1031499,2,Good,5,73.6,5,4,842462,5,No
24,1140374,808200,28,Excellent,6,78.0,2,6,322503,6,Yes
53,1286351,597109,26,Good,4,53.1,1,9,222341,3,Yes
40,1021675,493809,9,Poor,0,22.6,4,5,71056,1,No
65,735083,204551,16,Poor,7,32.3,2,24,31706,2,Yes
36,419779,131717,2,Good,7,46.8,0,18,111386,4,No
57,540890,228383,8,Poor,3,38.7,3,2,90994,5,No
65,1021531,597529,29,Excellent,1,91.4,6,10,158914,1,No
64,367771,26703,29,Average,3,53.1,1,13,223359,3,Yes
43,1793447,627815,6,Excellent,0,19.5,1,21,1299820,3,Yes
63,653866,20250,10,Average,6,46.4,1,26,308025,2,No
25,728884,355345,10,Average,7,57.1,2,7,474590,3,No
25,726015,91118,18,Good,0,31.2,2,0,250524,5,Yes
47,1455303,712064,15,Average,0,26.7,0,0,870542,4,Yes
65,1516921,826622,29,Good,7,22.1,2,14,284199,1,Yes
24,1756590,69177,11,Good,4,16.2,2,6,1104972,3,No
23,199675,79865,2,Good,1,65.5,1,2,14336,2,No
45,1431772,765992,10,Good,6,75.6,1,11,105269,1,No
42,1522630,79508,16,Average,0,14.3,3,7,570836,1,Yes
50,243646,111477,27,Average,3,40.0,2,13,177207,1,Yes
33,825275,355911,1,Average,2,55.9,1,15,403194,6,No
65,1258560,245424,17,Good,5,81.9,0,9,389524,0,No
37,388944,37460,20,Good,1,56.3,2,19,65028,1,Yes
44,1327272,718429,17,Good,4,14.8,1,26,707469,5,Yes
62,1747343,219655,10,Good,2,20.6,2,19,1014140,1,Yes
31,1013525,541537,18,Average,7,13.9,5,5,546983,1,Yes
52,1719600,285942,30,Average,4,9.6,0,18,582988,3,Yes
22,849927,237574,7,Good,7,25.7,1,4,134378,2,No
31,916400,586478,10,Average,0,48.3,2,11,372325,0,No
36,1023441,438477,12,Good,5,67.9,3,18,43308,1,No
61,1423085,496661,10,Poor,7,71.2,4,17,458947,6,No
55,452900,327125,4,Good,6,90.8,0,5,311888,6,No
42,1467087,649510,19,Excellent,5,57.2,3,24,671600,4,Yes
42,1473703,272706,17,Poor,4,15.3,1,15,736314,4,Yes
29,1121763,657591,9,Good,4,24.4,4,11,138629,3,No
50,225232,82705,1,Good,1,29.5,2,15,94935,0,Yes
23,442093,116688,29,Poor,0,52.6,3,5,251975,4,No
41,755919,402418,7,Good,5,18.7,2,23,447290,3,No
25,468859,105718,16,Poor,4,32.4,1,7,323529,0,Yes
60,917685,512446,4,Good,4,57.5,2,30,542141,4,No
45,842550,336587,18,Good,6,56.8,1,0,235772,2,No
39,1552429,531419,18,Average,2,56.4,2,17,915822,2,No
64,1554598,515162,8,Good,6,14.6,3,27,1014705,1,Yes
37,1528207,870407,30,Excellent,2,90.4,2,19,225027,5,Yes
51,1206630,431380,25,Excellent,0,37.7,3,28,24939,4,Yes
52,758328,105679,28,Good,3,47.8,3,10,576690,5,Yes
46,482929,311522,9,Good,2,28.0,4,6,281947,0,No
65,823942,368634,27,Poor,5,11.7,1,24,312559,0,Yes
50,403332,147152,8,Good,6,44.7,2,16,251835,0,No
49,1026143,604326,24,Excellent,2,16.2,1,18,404863,3,Yes
38,1296271,723011,29,Good,4,50.1,1,13,311844,2,Yes
61,435948,195506,17,Excellent,3,49.5,4,1,290907,3,Yes
39,467139,136023,5,Average,4,46.2,2,21,224515,4,No
26,321521,233889,17,Good,3,83.7,4,8,7596,0,No
28,955158,533356,2,Average,2,49.5,0,6,589121,0,No
56,1030741,770282,28,Good,6,78.8,2,6,345903,6,No
48,712994,484998,14,Average,2,66.5,3,7,332677,6,No
58,347647,123589,27,Good,7,68.5,1,25,73851,6,Yes
46,473894,261837,13,Good,4,53.9,1,9,300741,3,No
37,1370631,332887,26,Average,7,88.3,1,7,301371,5,No
40,213787,70481,5,Excellent,3,69.6,3,9,165464,2,No
60,896987,469559,12,Average,2,94.0,1,21,594928,4,No
53,1248650,356733,10,Good,2,74.4,3,28,230395,4,Yes
35,294586,116231,15,Average,0,90.3,0,17,111594,2,Yes
55,1288076,847955,16,Good,3,25.1,0,8,845521,4,Yes
24,1202788,169379,17,Good,4,43.7,1,6,541719,2,Yes
52,935600,661988,9,Poor,1,48.0,2,21,174563,4,No
63,825194,555700,17,Good,3,79.6,2,23,331246,3,Yes
52,815719,138507,16,Excellent,5,37.7,3,24,25873,2,Yes
50,975600,64782,4,Average,2,60.7,1,9,588185,3,No
64,191390,90838,4,Good,1,5.9,0,4,146463,4,Yes
28,834224,66563,29,Good,6,71.4,2,1,285084,6,No
49,1555807,115997,16,Average,2,65.5,5,1,402952,5,No
60,1174969,56599,22,Good,4,50.7,3,27,811506,2,No
65,1682025,975199,6,Good,5,65.4,3,14,216411,5,No
65,904984,614611,7,Average,7,55.9,0,14,411044,4,No
62,1251860,593879,16,Good,5,49.4,0,17,160231,2,Yes
26,542455,269402,4,Good,4,10.1,4,8,339551,1,No
48,209725,7155,10,Good,3,78.2,2,24,126089,4,No
57,182352,57587,13,Poor,6,23.0,3,5,80892,2,No
60,970144,182159,4,Average,1,87.8,1,12,529554,1,No
59,1343369,179402,21,Good,6,58.4,6,14,489299,4,No
63,655595,123556,21,Average,5,5.3,4,20,445158,2,Yes
25,1617188,926145,14,Average,4,78.9,4,7,852484,3,No
52,961198,712967,16,Poor,2,9.5,2,27,223695,2,Yes
54,1647071,573275,27,Average,1,66.9,3,27,499426,1,Yes
55,1431011,285051,29,Poor,4,62.9,2,22,901316,4,Yes
49,777218,255401,8,Poor,5,77.1,2,6,485662,0,No
48,1471293,180365,1,Poor,3,44.1,1,21,89229,4,No
23,847689,496794,4,Good,5,41.4,0,5,289588,1,No
43,1430956,981695,24,Average,6,5.5,3,17,317177,0,Yes
60,1501836,934437,12,Excellent,3,46.4,1,25,465757,3,Yes
65,429430,129302,2,Average,0,31.8,2,26,90440,3,Yes
29,340381,99372,8,Good,6,11.4,1,11,184237,3,Yes
46,1193539,611017,15,Good,4,31.8,2,7,416238,5,Yes
48,334249,120536,20,Average,3,18.1,3,15,30179,1,Yes
25,1109242,271337,17,Poor,6,89.8,3,7,537579,5,No
64,620991,283456,24,Good,4,54.1,1,9,163984,6,Yes
60,1058453,491546,27,Average,6,94.8,3,1,209193,6,No
21,324129,156758,30,Good,0,9.0,5,3,128553,0,Yes
59,735689,129905,16,Excellent,3,64.5,2,30,456870,2,Yes
63,763098,50482,19,Good,0,6.1,6,22,256037,5,Yes
41,862568,365504,23,Good,3,42.0,1,0,61307,5,Yes
48,1318040,517835,2,Good,2,13.0,1,18,525758,2,Yes
45,315832,126514,25,Excellent,0,33.8,4,23,134874,6,Yes
32,981625,244478,5,Good,4,62.1,4,13,670725,3,No
44,1537453,928609,17,Average,3,40.8,2,1,103218,3,No
24,933158,277374,15,Average,7,68.6,1,6,542291,1,No
37,890644,162881,2,Excellent,2,61.2,4,8,249379,1,No
35,1770999,1141227,4,Good,2,27.3,3,0,354462,5,No
60,729844,319157,28,Average,1,85.2,1,26,222002,4,Yes
37,1493379,383312,27,Excellent,4,51.0,1,19,357981,5,Yes
22,585453,124468,3,Poor,0,86.5,0,2,70908,3,No
